event id,guest name,event type,event date,event cost,event state
969,Duane Benoit,Sport,2024-10-25,124,California
970,Edward Becker,Sport,2024-02-21,80,Minnesota
971,Edward Becker,Meal,2023-11-01,96,Kansas
972,Roland Fjeld,Concert,2023-04-23,51,Montana
973,Roland Fjeld,Party,2024-04-22,200,New York
974,Roland Fjeld,Sport,2023-06-25,178,Mississippi
975,Kean Thornton,Sport,2023-05-04,183,Arkansas
976,Kean Thornton,Meal,2023-09-12,92,Kentucky
977,Kean Thornton,Concert,2023-10-27,199,Vermont
978,Kean Thornton,Meal,2023-01-10,114,Nevada
979,Katrina Bavinger,Meal,2023-06-25,51,Oregon
980,Katrina Bavinger,Sport,2024-12-03,169,New Jersey
981,Katrina Bavinger,Meal,2023-09-02,162,Arizona
982,Adrian Shami,Sport,2023-03-08,63,New Mexico
983,Don Miller,Sport,2023-02-23,122,Vermont
984,Don Miller,Sport,2024-09-16,97,Colorado
985,Don Miller,Concert,2024-04-03,50,Oklahoma
986,Don Miller,Sport,2023-10-11,183,Delaware
987,Emily Burns,Meal,2024-05-03,54,Alaska
988,Emily Burns,Meal,2024-11-11,116,Tennessee
989,Jim Sink,Sport,2023-10-30,51,Texas
990,Jim Sink,Party,2023-01-29,161,Oregon
991,Jim Sink,Meal,2023-02-22,65,West Virginia
992,Jim Sink,Meal,2023-09-02,153,Arkansas
993,Henry MacAllister,Sport,2023-08-04,107,Oklahoma
994,Henry MacAllister,Sport,2023-12-27,165,Washington
995,Emily Grady,Sport,2024-04-14,183,Connecticut
996,Emily Grady,Sport,2024-03-28,100,North Carolina
997,Emily Grady,Concert,2024-12-23,197,Oregon
998,Emily Grady,Party,2024-06-29,191,Colorado
999,Emily Grady,Meal,2023-01-20,61,Nebraska
1000,Stewart Carmichael,Meal,2024-05-01,101,Idaho
1001,Irene Maddox,Concert,2024-12-19,133,Maryland
1002,Irene Maddox,Sport,2023-11-04,76,Arizona
1003,Irene Maddox,Sport,2024-08-30,71,Maine
1004,Irene Maddox,Concert,2023-07-25,54,Iowa
1005,Michael Paige,Sport,2024-01-01,145,South Carolina
1006,Michael Paige,Sport,2023-05-04,176,Vermont
1007,Michael Paige,Sport,2023-07-17,52,Pennsylvania
1008,Michael Paige,Sport,2024-07-21,146,Georgia
1009,Skye Norling,Meal,2024-06-05,98,Tennessee
1010,Daniel Raglin,Meal,2024-04-12,186,New Hampshire
1011,Daniel Raglin,Concert,2024-03-25,148,Wyoming
1012,Daniel Raglin,Meal,2023-08-09,106,Nebraska
1013,Daniel Raglin,Meal,2024-04-18,195,Maryland
1014,Jill Matthias,Meal,2023-05-26,79,Kentucky
1015,Jill Matthias,Concert,2024-09-15,158,Missouri
1016,Jill Matthias,Sport,2024-06-01,123,Michigan
1017,Ashley Jarboe,Sport,2023-08-18,153,Florida
1018,Ashley Jarboe,Concert,2024-11-15,151,Virginia
1019,Lycoris Saunders,Sport,2023-06-07,111,South Carolina
1020,Lycoris Saunders,Sport,2024-03-01,123,California
1021,Lycoris Saunders,Concert,2023-11-09,141,Illinois
1022,Harold Engle,Sport,2024-01-21,114,Wisconsin
1023,Harold Engle,Meal,2023-08-21,144,Nebraska
1024,Harold Engle,Sport,2023-05-24,105,Nevada
1025,Harold Engle,Concert,2023-11-02,163,Nebraska
1026,Harold Engle,Sport,2024-04-03,84,Vermont
1027,Emily Phan,Sport,2023-03-30,148,Louisiana
1028,Emily Phan,Sport,2024-09-26,198,Wisconsin
1029,Emily Phan,Sport,2024-05-25,109,Montana
1030,Emily Phan,Meal,2023-07-14,87,Minnesota
1031,Emily Phan,Concert,2024-05-12,131,Vermont
1032,Bart Folk,Sport,2024-01-20,66,North Carolina
1033,Bart Folk,Sport,2023-02-18,85,Indiana
1034,Matthew Clasen,Sport,2023-03-02,87,Virginia
1035,Matthew Clasen,Party,2024-03-10,160,Rhode Island
1036,Matthew Clasen,Party,2023-09-15,100,Nevada
1037,Pauline Chand,Meal,2023-09-22,53,North Carolina
1038,Pauline Chand,Party,2024-03-05,128,Arkansas
1039,Pauline Chand,Concert,2023-03-10,109,New Hampshire
1040,Mike Caudle,Party,2023-09-28,155,Texas
1041,Mike Caudle,Meal,2024-07-13,108,North Dakota
1042,Mike Caudle,Meal,2024-01-02,125,Arkansas
1043,Mike Caudle,Sport,2024-04-27,78,New York
1044,Pamela Coakley,Meal,2023-09-29,76,Rhode Island
1045,Pamela Coakley,Meal,2023-05-07,64,Missouri
1046,Cassandra Brandow,Party,2023-11-19,170,Arizona
1047,Cassandra Brandow,Sport,2023-07-24,71,Illinois
1048,Clytie Kelty,Meal,2024-12-06,122,Georgia
1049,Victoria Pisteka,Concert,2024-11-22,51,Wyoming
1050,Victoria Pisteka,Meal,2023-08-08,112,Colorado
1051,Victoria Pisteka,Sport,2024-07-23,160,Pennsylvania
1052,Victoria Pisteka,Sport,2023-10-27,132,Alaska
1053,Victoria Pisteka,Concert,2023-02-17,80,Virginia
1054,Maureen Gastineau,Concert,2024-03-15,128,Illinois
1055,Maureen Gastineau,Sport,2024-05-03,82,Arizona
1056,Maureen Gastineau,Meal,2024-09-07,193,Michigan
1057,Patrick Jones,Meal,2024-04-09,80,Idaho
1058,Zuschuss Carroll,Party,2024-06-03,123,Missouri
1059,Zuschuss Carroll,Concert,2023-07-10,159,Utah
1060,Zuschuss Carroll,Meal,2024-02-02,191,New Jersey
1061,Zuschuss Carroll,Sport,2024-07-06,52,Tennessee
1062,Carlos Daly,Sport,2024-01-23,122,Washington
1063,Carlos Daly,Meal,2023-09-27,82,Maryland
1064,Gary McGarr,Sport,2023-04-28,130,Wisconsin
1065,Gary McGarr,Concert,2024-04-23,90,Nebraska
1066,Gary McGarr,Meal,2023-06-03,59,Wyoming
1067,Julia Barnett,Sport,2024-07-17,73,Washington
1068,Georgia Rosenberg,Party,2023-10-06,192,Delaware
1069,Georgia Rosenberg,Party,2024-07-10,172,Louisiana
1070,Georgia Rosenberg,Sport,2024-07-16,189,Oklahoma
1071,Georgia Rosenberg,Concert,2024-05-16,136,Tennessee
1072,Georgia Rosenberg,Sport,2024-10-01,78,New York
1073,Mike Kennedy,Meal,2024-12-09,80,Montana
1074,Mike Kennedy,Concert,2023-01-19,162,North Dakota
1075,Mike Kennedy,Sport,2024-01-08,158,Oregon
1076,Mike Kennedy,Concert,2024-01-04,117,Alaska
1077,Jennifer Jackson,Meal,2023-06-10,178,South Carolina
1078,Jennifer Jackson,Meal,2023-04-29,106,Oklahoma
1079,Joel Eaton,Sport,2023-03-05,162,Delaware
1080,Joel Eaton,Sport,2023-09-09,98,Washington
1081,Joel Eaton,Meal,2023-01-24,129,Mississippi
1082,Joel Eaton,Meal,2023-06-09,86,South Carolina
1083,Jason Klamczynski,Concert,2024-04-02,98,Alabama
1084,Jeremy Lonsdale,Party,2023-04-01,167,Mississippi
1085,Vivek Sundaresam,Sport,2023-01-23,100,Maine
1086,Vivek Sundaresam,Concert,2024-02-04,56,Iowa
1087,Vivek Sundaresam,Sport,2024-07-12,142,Wyoming
1088,Dean Katz,Sport,2024-04-18,102,Rhode Island
1089,Dean Katz,Sport,2023-05-04,192,South Dakota
1090,Dean Katz,Party,2024-09-13,189,South Carolina
1091,Dorothy Wardle,Meal,2024-05-16,76,Massachusetts
1092,Anthony Garverick,Meal,2024-04-23,161,Tennessee
1093,Anthony Garverick,Meal,2023-06-07,200,Arizona
1094,Anthony Garverick,Concert,2024-08-25,183,Ohio
1095,Anthony Garverick,Sport,2023-09-18,189,Virginia
1096,Anthony Garverick,Sport,2023-11-16,159,Delaware
1097,Bill Stewart,Sport,2024-11-30,102,Wyoming
1098,Bill Stewart,Concert,2024-03-07,51,Ohio
1099,Paul Lucas,Meal,2024-10-03,192,South Carolina
1100,Paul Lucas,Meal,2024-04-08,186,Massachusetts
1101,Paul Lucas,Sport,2023-04-25,161,Arizona
1102,Paul Lucas,Concert,2024-04-04,177,Kansas
1103,Nick Crebassa,Meal,2024-01-21,96,Washington
1104,Keith Dawkins,Sport,2024-08-20,138,Hawaii
1105,Keith Dawkins,Sport,2024-12-27,104,Idaho
1106,Keith Dawkins,Meal,2024-02-21,110,Ohio
1107,Steve Chapman,Sport,2024-11-12,69,Illinois
1108,Dave Poirier,Meal,2024-03-02,141,Massachusetts
1109,Dave Poirier,Meal,2023-01-05,114,Minnesota
1110,Ken Heidel,Sport,2023-06-18,149,Alabama
1111,Alex Russell,Meal,2023-09-05,104,West Virginia
1112,Alex Russell,Party,2023-01-29,109,Pennsylvania
1113,Alex Russell,Concert,2024-01-25,161,Indiana
1114,Alex Russell,Sport,2023-03-01,110,Connecticut
1115,Guy Phonely,Concert,2024-01-24,117,Arizona
1116,Guy Phonely,Concert,2024-09-10,113,Iowa
1117,Guy Phonely,Meal,2024-10-30,197,New Mexico
1118,Guy Phonely,Sport,2023-07-20,75,South Dakota
1119,Guy Phonely,Sport,2023-06-15,199,South Carolina
1120,Kelly Andreada,Sport,2023-09-17,74,Virginia
1121,Kelly Andreada,Sport,2023-08-09,50,Oregon
1122,Kelly Andreada,Concert,2024-05-02,185,West Virginia
1123,Kelly Andreada,Sport,2023-04-02,139,Wisconsin
1124,Kelly Andreada,Concert,2024-03-28,167,Kansas
1125,Brian DeCherney,Party,2023-04-23,192,Idaho
1126,Brian DeCherney,Meal,2024-01-16,84,Illinois
1127,Denise Monton,Sport,2024-08-31,129,Arkansas
1128,Denise Monton,Concert,2023-05-16,85,Virginia
1129,Tonja Turnell,Sport,2024-06-01,176,North Carolina
1130,Tonja Turnell,Meal,2023-12-28,140,South Dakota
1131,Tonja Turnell,Concert,2024-06-05,120,Montana
1132,Brian Stugart,Concert,2023-09-01,80,Pennsylvania
1133,Brian Stugart,Sport,2023-01-29,140,New Hampshire
1134,Brian Stugart,Meal,2024-12-20,130,Colorado
1135,Patrick Gardner,Meal,2023-05-31,125,Washington
1136,Patrick Gardner,Concert,2023-12-11,121,Tennessee
1137,Patrick Gardner,Party,2023-01-18,73,Illinois
1138,Patrick Gardner,Party,2024-01-05,161,Kentucky
1139,Tim Brockman,Meal,2024-10-05,157,West Virginia
1140,Tim Brockman,Party,2024-05-04,169,Nebraska
1141,Tim Brockman,Sport,2024-09-06,128,Louisiana
1142,Tim Brockman,Party,2024-09-24,146,Massachusetts
1143,Vivek Grady,Meal,2024-09-20,144,Nebraska
1144,Brian Thompson,Meal,2024-06-04,115,Arkansas
1145,Brian Thompson,Meal,2023-03-13,78,Iowa
1146,Brian Thompson,Sport,2024-05-06,141,South Dakota
1147,Daniel Byrd,Sport,2024-11-07,81,Mississippi
1148,Daniel Byrd,Meal,2023-02-15,104,New Jersey
1149,Daniel Byrd,Sport,2023-11-13,56,Texas
1150,Daniel Byrd,Sport,2023-08-13,108,Connecticut
1151,Daniel Byrd,Sport,2024-03-27,195,Michigan
1152,Anne McFarland,Sport,2023-05-01,116,Arkansas
1153,Theone Pippenger,Concert,2024-10-20,128,Montana
1154,Theone Pippenger,Party,2023-12-26,75,North Dakota
1155,Fred Chung,Meal,2024-07-07,193,Michigan
1156,Fred Chung,Meal,2023-12-26,59,Minnesota
1157,Fred Chung,Meal,2023-07-21,98,Minnesota
1158,Anna Häberlin,Party,2024-07-29,199,South Carolina
1159,Anna Häberlin,Meal,2024-12-11,164,Kansas
1160,Anna Häberlin,Sport,2023-09-10,60,Oregon
1161,Sung Pak,Meal,2024-08-10,52,West Virginia
1162,Sung Pak,Sport,2024-11-15,113,Delaware
1163,Sung Pak,Concert,2024-12-02,186,South Dakota
1164,Erica Smith,Meal,2023-05-07,159,Georgia
1165,Erica Smith,Sport,2024-11-02,157,Virginia
1166,Erica Smith,Sport,2024-04-17,118,Illinois
1167,Erica Smith,Concert,2024-11-09,106,Nebraska
1168,Barry Französisch,Meal,2023-11-21,114,Wisconsin
1169,Evan Bailliet,Meal,2023-12-18,118,North Carolina
1170,Edward Nazzal,Meal,2023-01-05,192,Arizona
1171,Ed Ludwig,Sport,2023-08-03,125,Arizona
1172,Ed Ludwig,Meal,2023-05-02,54,Rhode Island
1173,Ed Ludwig,Sport,2023-03-29,138,Ohio
1174,Hallie Redmond,Meal,2024-07-07,194,Montana
1175,Hallie Redmond,Sport,2023-10-05,94,Utah
1176,Scott Williamson,Sport,2023-10-02,185,Michigan
1177,Scott Williamson,Meal,2023-01-05,106,Colorado
1178,Scott Williamson,Sport,2023-04-24,114,Rhode Island
1179,Scott Williamson,Meal,2024-08-08,189,Montana
1180,Scott Williamson,Concert,2023-06-02,183,Nevada
1181,Barry Franz,Sport,2024-03-02,52,Florida
1182,Barry Franz,Meal,2024-11-17,84,Texas
1183,Barry Franz,Meal,2023-07-07,177,Texas
1184,Denise Leinenbach,Party,2024-07-17,99,South Carolina
1185,Denise Leinenbach,Meal,2024-10-07,160,Rhode Island
1186,Denise Leinenbach,Sport,2023-12-25,197,Virginia
1187,Denise Leinenbach,Meal,2024-11-27,76,Arizona
1188,Denise Leinenbach,Party,2023-05-07,176,New Jersey
1189,Steven Cartwright,Sport,2023-06-10,146,North Dakota
1190,Steven Cartwright,Sport,2023-10-04,56,Nebraska
1191,Steven Cartwright,Party,2023-04-11,107,Tennessee
1192,Katherine Hughes,Party,2024-10-21,85,Alaska
1193,Katherine Hughes,Party,2023-05-15,87,Ohio
1194,Katherine Hughes,Sport,2024-01-12,99,Massachusetts
1195,Katherine Hughes,Party,2024-05-01,100,Wyoming
1196,Katherine Hughes,Sport,2023-12-31,100,Wyoming
1197,Cathy Armstrong,Meal,2024-06-01,82,Kansas
1198,Charles McCrossin,Meal,2024-03-03,93,Washington
1199,Charles McCrossin,Concert,2023-04-24,74,South Dakota
1200,Charles McCrossin,Meal,2023-02-23,173,Utah
1201,Charles McCrossin,Meal,2024-04-01,83,Hawaii
1202,Tom Boeckenhauer,Concert,2023-10-18,165,Hawaii
1203,Tom Boeckenhauer,Meal,2024-07-18,61,Oklahoma
1204,Tom Boeckenhauer,Concert,2023-09-04,57,Wyoming
1205,Tom Boeckenhauer,Sport,2024-02-26,189,Texas
1206,Bill Overfelt,Sport,2023-07-27,161,Iowa
1207,Bill Overfelt,Sport,2024-06-08,98,Arizona
1208,Bruce Geld,Sport,2024-02-01,160,Utah
1209,Bruce Geld,Meal,2024-03-31,92,North Carolina
1210,Bruce Geld,Sport,2024-07-15,141,Arkansas
1211,Adrian Barton,Concert,2023-06-27,184,Alabama
1212,Adrian Barton,Sport,2024-01-12,58,Iowa
1213,Adrian Barton,Sport,2023-01-08,98,Missouri
1214,Adrian Barton,Sport,2023-10-22,152,North Carolina
1215,Adrian Barton,Concert,2024-10-01,195,West Virginia
1216,Jennifer Patt,Meal,2023-04-25,55,Ohio
1217,Jennifer Patt,Sport,2023-07-23,64,Missouri
1218,Jennifer Patt,Concert,2024-08-27,125,Illinois
1219,Tom Ashbrook,Meal,2024-05-19,128,Virginia
1220,Tom Ashbrook,Sport,2023-10-02,141,Virginia
1221,Tom Ashbrook,Meal,2023-11-15,183,Oregon
1222,Thea Hendricks,Sport,2024-02-23,133,Florida
1223,Thea Hendricks,Sport,2024-05-01,63,Tennessee
1224,Thea Hendricks,Party,2023-01-18,140,Montana
1225,Barry Pond,Sport,2024-10-17,111,Washington
1226,Barry Pond,Party,2024-04-25,141,Texas
1227,Barry Pond,Concert,2024-07-04,167,Montana
1228,Bart Pistole,Party,2023-03-09,153,Texas
1229,Bart Pistole,Party,2024-11-29,140,Utah
1230,Bart Pistole,Meal,2023-12-25,122,Arkansas
1231,Chuck Clark,Meal,2023-05-21,176,Texas
1232,Chuck Clark,Sport,2024-01-28,55,Mississippi
1233,Chuck Clark,Party,2023-09-26,142,Pennsylvania
1234,Chuck Clark,Meal,2024-12-21,101,Wisconsin
1235,Cindy Schnelling,Meal,2023-04-01,68,North Carolina
1236,Cindy Schnelling,Sport,2023-04-21,155,Maine
1237,Cindy Schnelling,Meal,2024-05-25,186,Massachusetts
1238,Cindy Schnelling,Sport,2023-07-30,139,North Carolina
1239,Cindy Schnelling,Meal,2023-07-13,79,Tennessee
1240,Jocasta Rupert,Meal,2023-02-02,93,Minnesota
1241,Jocasta Rupert,Meal,2023-09-23,101,New Mexico
1242,Jocasta Rupert,Meal,2024-10-22,99,Ohio
1243,Jocasta Rupert,Concert,2023-08-20,163,Wyoming
1244,Kelly Lampkin,Meal,2024-12-23,88,Alaska
1245,Kelly Lampkin,Meal,2023-01-22,195,Arizona
1246,Kelly Lampkin,Party,2024-09-11,62,Missouri
1247,Kelly Lampkin,Concert,2023-10-20,130,Georgia
1248,David Flashing,Meal,2024-11-20,192,Connecticut
1249,David Flashing,Sport,2023-02-12,113,Delaware
1250,David Flashing,Party,2024-05-09,170,South Carolina
1251,Rob Haberlin,Sport,2024-09-17,165,North Dakota
1252,Rob Haberlin,Concert,2024-10-02,93,New Jersey
1253,Rob Haberlin,Meal,2024-02-28,117,New York
1254,Parhena Norris,Party,2024-02-03,167,Louisiana
1255,Parhena Norris,Meal,2023-04-06,148,Missouri
1256,Parhena Norris,Sport,2023-03-18,91,Texas
1257,Parhena Norris,Meal,2023-05-14,102,Vermont
1258,Theresa Swint,Party,2023-04-09,115,Kansas
1259,Stefania Perrino,Meal,2023-07-05,92,Virginia
1260,Stefania Perrino,Meal,2024-03-01,197,Hawaii
1261,Stefania Perrino,Sport,2024-05-23,148,Vermont
1262,Stefania Perrino,Concert,2023-12-20,118,Michigan
1263,Tim Taslimi,Sport,2023-11-14,193,Indiana
1264,Tim Taslimi,Concert,2023-10-09,175,Connecticut
1265,Tim Taslimi,Concert,2024-10-22,83,Alaska
1266,Tim Taslimi,Meal,2023-07-15,184,Oregon
1267,Ralph Arnett,Concert,2023-01-27,58,Wyoming
1268,Ralph Arnett,Sport,2023-08-26,155,Oklahoma
1269,Ralph Arnett,Sport,2023-07-12,89,Maine
1270,Aaron Bergman,Meal,2023-05-11,187,New York
1271,Aaron Bergman,Sport,2024-11-10,163,Oregon
1272,Evan Minnotte,Sport,2024-05-20,200,Ohio
1273,Brian Derr,Party,2024-07-14,106,Wyoming
1274,Brian Derr,Sport,2023-10-31,95,South Carolina
1275,Brian Derr,Concert,2024-11-13,112,Connecticut
1276,Michelle Huthwaite,Sport,2023-05-17,185,Georgia
1277,Michelle Huthwaite,Meal,2024-05-14,111,Missouri
1278,Michelle Huthwaite,Meal,2023-10-04,67,Alaska
1279,Ruben Ausman,Meal,2024-10-16,200,Alaska
1280,Ruben Ausman,Sport,2024-05-24,75,Indiana
1281,Ruben Ausman,Sport,2024-01-29,141,Georgia
1282,Ruben Ausman,Concert,2023-08-16,121,Idaho
1283,Ruben Ausman,Party,2024-05-08,69,Indiana
1284,Mary Zewe,Sport,2023-12-13,184,Delaware
1285,Mary Zewe,Sport,2024-04-22,79,Oklahoma
1286,Mary Zewe,Sport,2024-11-09,68,Michigan
1287,Mary Zewe,Meal,2023-10-03,166,Connecticut
1288,Robert Waldorf,Sport,2023-10-10,152,Illinois
1289,Robert Waldorf,Concert,2024-11-18,174,Florida
1290,Robert Waldorf,Meal,2024-11-25,124,New York
1291,Robert Waldorf,Meal,2024-12-21,82,Rhode Island
1292,Alan Dominguez,Meal,2023-10-03,199,Utah
1293,Alan Dominguez,Sport,2024-09-30,65,Indiana
1294,Alan Dominguez,Concert,2023-09-30,139,New Mexico
1295,Alan Dominguez,Meal,2024-03-30,71,Kansas
1296,Andy Reiter,Meal,2023-08-25,64,Georgia
1297,Andy Reiter,Meal,2024-07-13,139,Alabama
1298,Andy Reiter,Sport,2023-08-15,87,Michigan
1299,Sung Chung,Meal,2024-01-03,128,Wyoming
1300,Sung Chung,Concert,2023-09-02,168,Nevada
1301,Sung Chung,Party,2023-04-21,110,Oregon
1302,Sung Chung,Sport,2023-02-20,85,Maine
1303,Ann Steele,Meal,2024-03-27,121,Georgia
1304,Ann Steele,Sport,2024-04-13,126,Texas
1305,Ann Steele,Concert,2024-01-17,52,Louisiana
1306,Sue Ann Reed,Party,2024-08-10,90,Virginia
1307,Sue Ann Reed,Sport,2023-08-05,76,New York
1308,Sue Ann Reed,Meal,2024-11-08,189,Vermont
1309,Rick Hansen,Sport,2024-10-10,126,New Mexico
1310,Rick Hansen,Sport,2023-03-04,140,Pennsylvania
1311,Rick Hansen,Sport,2023-09-13,104,Ohio
1312,Rick Hansen,Sport,2024-08-11,171,Georgia
1313,Susan MacKendrick,Meal,2024-05-24,116,West Virginia
1314,Susan MacKendrick,Party,2023-09-13,198,Virginia
1315,Susan MacKendrick,Sport,2024-03-20,180,Wyoming
1316,Susan MacKendrick,Sport,2023-05-22,176,Minnesota
1317,Susan MacKendrick,Sport,2023-12-03,67,Connecticut
1318,Julia Dunbar,Sport,2023-06-14,157,Connecticut
1319,Julia Dunbar,Sport,2024-01-15,193,Tennessee
1320,Julia Dunbar,Meal,2024-06-03,76,Kansas
1321,Julia Dunbar,Sport,2023-09-03,87,New Mexico
1322,Julia Dunbar,Meal,2024-11-23,114,Maine
1323,Maria Zettner,Meal,2024-08-18,163,Vermont
1324,Maria Zettner,Sport,2023-03-28,183,New Mexico
1325,Maria Zettner,Sport,2023-07-31,191,North Dakota
1326,Neil Ducich,Sport,2024-08-28,68,Utah
1327,Neil Ducich,Meal,2024-08-25,174,Maryland
1328,Neil Ducich,Party,2023-08-23,135,Missouri
1329,Steven Roelle,Sport,2023-05-22,127,Idaho
1330,Steven Roelle,Meal,2024-10-18,85,Rhode Island
1331,Steven Roelle,Concert,2023-07-23,73,Oregon
1332,Steven Roelle,Party,2024-07-20,61,Tennessee
1333,Steven Roelle,Sport,2023-04-22,144,Washington
1334,James Galang,Meal,2023-05-04,149,North Dakota
1335,James Galang,Concert,2023-12-30,164,North Dakota
1336,James Galang,Sport,2023-11-25,132,Utah
1337,Frank Carlisle,Meal,2024-10-26,155,Minnesota
1338,Frank Carlisle,Concert,2023-09-29,75,Indiana
1339,Ed Jacobs,Concert,2024-02-07,177,Oklahoma
1340,Ed Jacobs,Concert,2024-01-21,132,Mississippi
1341,Victor Preis,Sport,2024-11-12,189,New Jersey
1342,Victor Preis,Meal,2024-07-06,127,Louisiana
1343,Victor Preis,Meal,2024-10-24,53,Virginia
1344,Victor Preis,Sport,2024-03-06,78,Wyoming
1345,Victor Preis,Sport,2023-09-19,119,Massachusetts
1346,Brian Moss,Sport,2023-10-15,133,Washington
1347,Ross DeVincentis,Meal,2024-01-30,95,Pennsylvania
1348,Ross DeVincentis,Meal,2023-10-03,81,Hawaii
1349,Sally Hughsby,Meal,2023-09-15,80,Alabama
1350,Sally Hughsby,Sport,2024-12-09,73,Kansas
1351,Sally Hughsby,Meal,2023-05-21,169,Indiana
1352,Sally Hughsby,Concert,2023-02-16,131,Michigan
1353,Harry Greene,Meal,2024-01-24,172,Colorado
1354,Harry Greene,Meal,2024-06-12,195,Idaho
1355,Harry Greene,Meal,2023-05-23,106,Texas
1356,Harry Greene,Sport,2024-12-14,193,New Mexico
1357,Becky Pak,Concert,2023-06-28,89,California
1358,Becky Pak,Meal,2023-05-02,111,Nebraska
1359,Becky Pak,Sport,2024-11-20,64,Oklahoma
1360,Andrew Allen,Sport,2024-02-16,82,Massachusetts
1361,Andrew Allen,Meal,2024-05-02,126,West Virginia
1362,Andrew Allen,Meal,2023-11-26,183,South Dakota
1363,Andrew Allen,Meal,2023-08-08,153,Illinois
1364,Andrew Allen,Sport,2023-10-12,51,South Dakota
1365,Fred Wasserman,Sport,2024-12-15,104,Vermont
1366,Fred Wasserman,Concert,2024-04-10,59,North Carolina
1367,Joe Kamberova,Sport,2023-06-02,101,Georgia
1368,Joe Kamberova,Concert,2023-10-03,155,Virginia
1369,Joe Kamberova,Concert,2023-02-16,123,Arkansas
1370,Joe Kamberova,Sport,2024-02-16,149,South Dakota
1371,Joe Kamberova,Concert,2023-12-05,111,West Virginia
1372,Shirley Daniels,Sport,2023-09-17,179,Louisiana
1373,David Smith,Meal,2023-06-13,153,Louisiana
1374,David Smith,Meal,2024-11-07,63,Montana
1375,David Smith,Meal,2024-02-04,156,Kentucky
1376,Laurel Beltran,Meal,2024-07-20,165,Alabama
1377,Laurel Beltran,Meal,2023-04-17,141,Hawaii
1378,Frank Preis,Concert,2024-07-08,162,Alabama
1379,Frank Preis,Sport,2024-08-10,60,New York
1380,Frank Preis,Meal,2024-02-01,176,South Carolina
1381,Frank Preis,Sport,2024-02-14,93,New Jersey
1382,Frank Preis,Meal,2023-08-28,88,Connecticut
1383,Phillip Flathmann,Sport,2023-01-09,142,Georgia
1384,Phillip Flathmann,Concert,2023-04-04,79,New York
1385,Phillip Flathmann,Meal,2023-01-12,119,Washington
1386,Shahid Collister,Meal,2024-08-29,97,Alaska
1387,Shahid Collister,Meal,2024-02-29,132,Michigan
1388,Xylona Preis,Meal,2024-12-22,195,Georgia
1389,Xylona Preis,Party,2024-04-02,200,New Jersey
1390,Xylona Preis,Concert,2023-08-05,55,Idaho
1391,Xylona Preis,Meal,2024-12-26,73,Arizona
1392,Benjamin Farhat,Party,2024-05-21,172,Rhode Island
1393,Benjamin Farhat,Party,2023-04-14,114,Nebraska
1394,Benjamin Farhat,Concert,2023-07-26,172,Kentucky
1395,Benjamin Farhat,Party,2024-06-29,66,Colorado
1396,Benjamin Farhat,Sport,2023-08-25,114,Mississippi
1397,Chloris Kastensmidt,Sport,2024-11-18,192,Georgia
1398,Chloris Kastensmidt,Concert,2023-06-14,67,Georgia
1399,Denny Joy,Meal,2023-09-29,93,Arizona
1400,Denny Joy,Sport,2023-03-23,77,Iowa
1401,Denny Joy,Concert,2024-11-04,51,Virginia
1402,Denny Joy,Meal,2023-02-02,107,Hawaii
1403,Hunter Lopez,Concert,2024-07-25,87,Vermont
1404,Hunter Lopez,Meal,2024-05-24,57,Oklahoma
1405,Hunter Lopez,Sport,2023-09-09,57,Georgia
1406,Frank Olsen,Concert,2024-12-20,121,Nevada
1407,Frank Olsen,Concert,2023-06-16,137,Montana
1408,Frank Olsen,Meal,2024-02-04,172,New York
1409,Frank Olsen,Sport,2023-05-23,114,New Hampshire
1410,Frank Olsen,Party,2024-01-26,150,Nevada
1411,Pierre Wener,Concert,2023-02-22,68,Maine
1412,Stephanie Ulpright,Sport,2024-05-26,123,South Dakota
1413,Stephanie Ulpright,Concert,2024-02-15,190,West Virginia
1414,Stephanie Ulpright,Sport,2024-10-14,136,New Jersey
1415,Randy Bradley,Sport,2024-04-24,75,Arkansas
1416,Valerie Takahito,Sport,2024-05-16,173,Florida
1417,Linda Cazamias,Sport,2024-08-16,172,New Hampshire
1418,Linda Cazamias,Party,2024-01-06,82,Hawaii
1419,Linda Cazamias,Sport,2023-12-09,122,Tennessee
1420,Linda Cazamias,Party,2023-11-23,134,Minnesota
1421,Michael Moore,Meal,2023-05-15,101,South Carolina
1422,Mitch Gastineau,Concert,2023-12-09,68,West Virginia
1423,Sonia Sunley,Meal,2024-02-05,150,Vermont
1424,Sonia Sunley,Concert,2024-10-23,168,Nevada
1425,Christine Phan,Meal,2023-12-28,164,Wisconsin
1426,Ted Trevino,Concert,2023-08-23,94,Massachusetts
1427,Cindy Chapman,Sport,2023-05-30,156,Georgia
1428,Cindy Chapman,Sport,2023-07-06,148,Texas
1429,Cindy Chapman,Meal,2023-07-17,55,West Virginia
1430,Cindy Chapman,Sport,2024-11-29,165,North Dakota
1431,John Grady,Meal,2024-09-29,130,South Carolina
1432,John Grady,Sport,2024-10-19,90,Alabama
1433,John Grady,Sport,2023-11-20,131,Arizona
1434,Benjamin Venier,Concert,2023-10-20,137,Utah
1435,Victoria Brennan,Sport,2024-03-26,159,Oregon
1436,Victoria Brennan,Sport,2023-07-12,195,New York
1437,Victoria Brennan,Sport,2024-08-21,140,Delaware
1438,Christy Brittain,Sport,2024-10-09,152,North Carolina
